no,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,population,population_density,gdp_per_capita,extreme_poverty,,
434,Bangladesh,5/10/2021,775027,1514,11972,38,0,0,0,164689383,1265.036,3523.984,14.8,,
435,Bangladesh,5/11/2021,776257,1230,12005,33,0,0,0,164689383,1265.036,3523.984,14.8,,
436,Bangladesh,5/11/2021,776257,1230,1523,12005,33,42.857,4713.461,7.469,9.248,72.895,0.2,0.26,0.61
,Bangladesh,5/12/2021,777397,1140,1437,12045,40,41.429,4720.383,6.922,8.726,73.138,0.243,0.252,0.59
,Bangladesh,5/13/2021,778687,1290,1361,12076,31,40,4728.216,7.833,8.264,73.326,0.188,0.243,0.59
,Bangladesh,5/14/2021,779535,848,1241.857,12102,26,38.429,4733.365,5.149,7.541,73.484,0.158,0.233,0.57
,Bangladesh,5/15/2021,779796,261,1095.571,12124,22,35.143,4734.95,1.585,6.652,73.617,0.134,0.213,0.58
,Bangladesh,5/16/2021,780159,363,949.429,12149,25,30.714,4737.154,2.204,5.765,73.769,0.152,0.186,0.62
,Bangladesh,5/17/2021,780857,698,832.857,12181,32,29.857,4741.392,4.238,5.057,73.963,0.194,0.181,0.72
,Bangladesh,5/18/2021,782129,1272,838.857,12211,30,29.429,4749.116,7.724,5.094,74.146,0.182,0.179,0.86
,Bangladesh,5/19/2021,783737,1608,905.714,12248,37,29,4758.88,9.764,5.5,74.37,0.225,0.176,0.98
,Bangladesh,5/20/2021,785194,1457,929.571,12284,36,29.714,4767.727,8.847,5.644,74.589,0.219,0.18,1.04
,Bangladesh,5/21/2021,786698,1504,1023.286,12310,26,29.714,4776.859,9.132,6.213,74.747,0.158,0.18,1.08
,Bangladesh,5/22/2021,787726,1028,1132.857,12348,38,32,4783.101,6.242,6.879,74.978,0.231,0.194,1.09
,Bangladesh,5/23/2021,789080,1354,1274.429,12376,28,32.429,4791.323,8.222,7.738,75.148,0.17,0.197,1.1
,Bangladesh,5/24/2021,790521,1441,1380.571,12401,25,31.429,4800.073,8.75,8.383,75.299,0.152,0.191,1.08
,Bangladesh,5/25/2021,792196,1675,1438.143,12441,40,32.857,4810.243,10.171,8.732,75.542,0.243,0.2,1.06
,Bangladesh,5/26/2021,793693,1497,1422.286,12458,17,30,4819.333,9.09,8.636,75.645,0.103,0.182,1.03
,Bangladesh,5/27/2021,794985,1292,1398.714,12480,22,28,4827.178,7.845,8.493,75.779,0.134,0.17,1.03
,Bangladesh,5/28/2021,796343,1358,1377.857,12511,31,28.714,4835.424,8.246,8.366,75.967,0.188,0.174,1.05
,Bangladesh,5/29/2021,797386,1043,1380,12549,38,28.714,4841.757,6.333,8.379,76.198,0.231,0.174,1.09
,Bangladesh,5/30/2021,798830,1444,1392.857,12583,34,29.571,4850.525,8.768,8.457,76.404,0.206,0.18,1.13
,Bangladesh,5/31/2021,800540,1710,1431.286,12619,36,31.143,4860.908,10.383,8.691,76.623,0.219,0.189,1.15
,Bangladesh,6/1/2021,802305,1765,1444.143,12660,41,31.286,4871.626,10.717,8.769,76.872,0.249,0.19,1.15
,Bangladesh,6/2/2021,804293,1988,1514.286,12694,34,33.714,4883.697,12.071,9.195,77.078,0.206,0.205,1.16
,Bangladesh,6/3/2021,805980,1687,1570.714,12724,30,34.857,4893.94,10.244,9.537,77.261,0.182,0.212,1.17
,Bangladesh,6/4/2021,807867,1887,1646.286,12758,34,35.286,4905.398,11.458,9.996,77.467,0.206,0.214,1.19
,Bangladesh,6/5/2021,809314,1447,1704,12801,43,36,4914.184,8.786,10.347,77.728,0.261,0.219,1.2
,Bangladesh,6/6/2021,810990,1676,1737.143,12839,38,36.571,4924.361,10.177,10.548,77.959,0.231,0.222,1.21
,Bangladesh,6/7/2021,812960,1970,1774.286,12869,30,35.714,4936.323,11.962,10.774,78.141,0.182,0.217,1.22
,Bangladesh,6/8/2021,815282,2322,1853.857,12913,44,36.143,4950.422,14.099,11.257,78.408,0.267,0.219,1.24
,Bangladesh,6/9/2021,817819,2537,1932.286,12949,36,36.429,4965.827,15.405,11.733,78.627,0.219,0.221,1.26
,Bangladesh,6/10/2021,820395,2576,2059.286,12989,40,37.857,4981.469,15.642,12.504,78.87,0.243,0.23,1.28
,Bangladesh,6/11/2021,822849,2454,2140.286,13032,43,39.143,4996.369,14.901,12.996,79.131,0.261,0.238,1.28
,Bangladesh,6/12/2021,824486,1637,2167.429,13071,39,38.571,5006.309,9.94,13.161,79.368,0.237,0.234,1.3
,Bangladesh,6/13/2021,826922,2436,2276,13118,47,39.857,5021.101,14.791,13.82,79.653,0.285,0.242,1.33
,Bangladesh,6/14/2021,829972,3050,2430.286,13172,54,43.286,5039.621,18.52,14.757,79.981,0.328,0.263,1.36
,Bangladesh,6/15/2021,833291,3319,2572.714,13222,50,44.143,5059.774,20.153,15.622,80.284,0.304,0.268,1.38
,Bangladesh,6/16/2021,837247,3956,2775.429,13282,60,47.571,5083.795,24.021,16.853,80.649,0.364,0.289,1.41
,Bangladesh,6/17/2021,841087,3840,2956,13345,63,50.857,5107.111,23.317,17.949,81.031,0.383,0.309,1.41
,Bangladesh,6/18/2021,844970,3883,3160.143,13399,54,52.429,5130.689,23.578,19.189,81.359,0.328,0.318,1.41
,Bangladesh,6/19/2021,848027,3057,3363,13466,67,56.429,5149.251,18.562,20.42,81.766,0.407,0.343,1.41
,Bangladesh,6/20/2021,851668,3641,3535.143,13548,82,61.429,5171.359,22.108,21.466,82.264,0.498,0.373,1.4
,Bangladesh,6/21/2021,856304,4636,3761.714,13626,78,64.857,5199.509,28.15,22.841,82.738,0.474,0.394,1.4
,Bangladesh,6/22/2021,861150,4846,3979.857,13702,76,68.571,5228.935,29.425,24.166,83.199,0.461,0.416,1.41
,Bangladesh,6/23/2021,866877,5727,4232.857,13787,85,72.143,5263.709,34.775,25.702,83.715,0.516,0.438,1.43
,Bangladesh,6/24/2021,872935,6058,4549.714,13868,81,74.714,5300.493,36.784,27.626,84.207,0.492,0.454,1.44
,Bangladesh,6/25/2021,878804,5869,4833.429,13976,108,82.429,5336.13,35.637,29.349,84.863,0.656,0.501,1.44
,Bangladesh,6/26/2021,883138,4334,5015.857,14053,77,83.857,5362.446,26.316,30.456,85.33,0.468,0.509,1.43
,Bangladesh,6/27/2021,888406,5268,5248.286,14172,119,89.143,5394.434,31.987,31.868,86.053,0.723,0.541,1.44
,Bangladesh,6/28/2021,896770,8364,5780.857,14276,104,92.857,5445.22,50.787,35.102,86.684,0.631,0.564,1.46
,Bangladesh,6/29/2021,904436,7666,6183.714,14388,112,98,5491.769,46.548,37.548,87.364,0.68,0.595,1.43
,Bangladesh,6/30/2021,913258,8822,6625.857,14503,115,102.286,5545.336,53.568,40.232,88.063,0.698,0.621,1.42
,Bangladesh,7/1/2021,921559,8301,6946.286,14646,143,111.143,5595.74,50.404,42.178,88.931,0.868,0.675,1.4
,Bangladesh,7/2/2021,930042,8483,7319.714,14778,132,114.571,5647.249,51.509,44.446,89.733,0.802,0.696,1.39
,Bangladesh,7/3/2021,936256,6214,7588.286,14912,134,122.714,5684.981,37.732,46.076,90.546,0.814,0.745,1.38
,Bangladesh,7/4/2021,944917,8661,8073,15065,153,127.571,5737.571,52.59,49.02,91.475,0.929,0.775,1.38
,Bangladesh,7/5/2021,954881,9964,8301.571,15229,164,136.143,5798.073,60.502,50.407,92.471,0.996,0.827,1.36
,Bangladesh,7/6/2021,966406,11525,8852.857,15392,163,143.429,5868.053,69.98,53.755,93.461,0.99,0.871,1.35
,Bangladesh,7/7/2021,977568,11162,9187.143,15593,201,155.714,5935.829,67.776,55.785,94.681,1.22,0.946,1.34
,Bangladesh,7/8/2021,989219,11651,9665.714,15792,199,163.714,6006.574,70.745,58.691,95.89,1.208,0.994,1.33
,Bangladesh,7/9/2021,1000543,11324,10071.571,16004,212,175.143,6075.334,68.76,61.155,97.177,1.287,1.063,1.33
,Bangladesh,7/10/2021,1009315,8772,10437,16189,185,182.429,6128.598,53.264,63.374,98.3,1.123,1.108,1.34
,Bangladesh,7/11/2021,1021189,11874,10896,16419,230,193.429,6200.697,72.099,66.161,99.697,1.397,1.175,
,Bangladesh,7/12/2021,1034957,13768,11439.429,16639,220,201.429,6284.297,83.6,69.461,101.033,1.336,1.223,
,Bangladesh,7/13/2021,1047155,12198,11535.571,16842,203,207.143,6358.364,74.067,70.044,102.265,1.233,1.258,
